date,category,title,article_count,clean_title,keywords
2025-07-25,economy,울산·진안군 소비쿠폰 이슈 및 카카오뱅크 이벤트,29,울산 진안군 소비쿠폰 이슈 및 카카오뱅크 이벤트,"['울산', '진안군', '쿠폰', '카카오', '뱅크', '이벤트']"
2025-07-25,economy,한미 관세 협상 타결 촉구,28,한미 관세 협상 타결 촉구,"['관세', '촉구']"
2025-07-25,economy,"한미반도체, 하이브리드 본딩 기술 투자",21,한미반도체 하이브리드 본딩 기술 투자,"['반도체', '하이브리드']"
2025-07-25,economy,"현대위아, 자동차 공조시스템 시장 진출",18,현대위아 자동차 공조시스템 시장 진출,"['현대위아', '자동차', '공조']"
2025-07-25,economy,"금융당국, 사업자 대출 점검 강화",17,금융당국 사업자 대출 점검 강화,"['당국', '사업자', '대출']"
2025-07-25,economy,"사천 KAI, 기술적 연대 강화",15,사천 KAI 기술적 연대 강화,"['사천', '연대', 'KAI']"
2025-07-25,economy,"대우건설, 개포우성7차 조합계약서 100% 수용",14,대우건설 개포우성7차 조합계약서 100 수용,"['대우건설', '개포', '우성', '조합', '계약서', '수용']"
2025-07-25,economy,"충남도, 첨단 소재 글로벌 2개사 6000만$ 유치",14,충남도 첨단 소재 글로벌 2개사 6000만 유치,"['충남', '첨단', '소재', '개사', '유치']"
2025-07-24,economy,기업들의 2분기 실적 현황,186,기업들의 2분기 실적 현황,['현황']
2025-07-24,economy,"JB금융, 상반기 최대 실적 달성",89,JB금융 상반기 최대 실적 달성,['JB']
2025-07-24,economy,"전북 경찰, 휴가철 음주운전 단속 강화 및 소비쿠폰 불법유통 방지",49,전북 경찰 휴가철 음주운전 단속 강화 및 소비쿠폰 불법유통 방지,"['전북', '휴가철', '음주운전', '단속', '쿠폰', '불법', '방지']"
2025-07-24,economy,한국 기업들 수해 복구 지원 활발,41,한국 기업들 수해 복구 지원 활발,['수해']
2025-07-24,economy,"한성숙 중기부 장관, 소상공인 회복 최우선 과제 강조",36,한성숙 중기부 장관 소상공인 회복 최우선 과제 강조,"['성숙', '중기', '소상', '공인', '과제']"
2025-07-24,economy,"경제계, 노동 현안 우려 표명",33,경제계 노동 현안 우려 표명,"['노동', '현안', '표명']"
2025-07-24,economy,"삼성전자서비스, 가전·모바일·IT AS 품질 1위 선정",31,삼성전자서비스 가전 모바일 IT AS 품질 1위 선정,"['삼성전자서비스', '가전', '품질', 'IT', 'AS']"
2025-07-24,economy,"AI 콴텍, 신성장 기업 투자 전략 출시",28,AI 콴텍 신성장 기업 투자 전략 출시,['AI']
2025-07-24,economy,"과기정통부 장관, 네이버 AI 데이터센터 방문 및 AI 생태계 활성화 의지 표명",26,과기정통부 장관 네이버 AI 데이터센터 방문 및 AI 생태계 활성화 의지 표명,"['과기', '정통부', '네이버', '생태계', '의지', '표명', 'AI']"
2025-07-24,economy,"한국남부발전, 대규모 ESS 사업 추진",23,한국남부발전 대규모 ESS 사업 추진,"['한국남부발전', 'ESS']"
2025-07-23,economy,김건희 특검 조사 협의 불필요,33,김건희 특검 조사 협의 불필요,"['김건희', '특검', '불필요']"
2025-07-23,economy,"삼성바이오로직스, 최대 실적 기록",32,삼성바이오로직스 최대 실적 기록,['삼성바이오로직스']
2025-07-23,economy,"LG전자와 코레일, 녹색상품 수상",30,LG전자와 코레일 녹색상품 수상,"['LG전자', '레일', '녹색', '상품', 'LG']"
2025-07-23,economy,"하나은행, 웰니스 레지던스 사업 협력",25,하나은행 웰니스 레지던스 사업 협력,['하나은행']
2025-07-23,economy,"ADB, 한국 경제성장률 전망 대폭 하향",24,ADB 한국 경제성장률 전망 대폭 하향,"['경제성장', '하향', 'ADB']"
2025-07-23,economy,"코웨이 노블 공기청정기2, 2025 올해의 녹색상품 선정",24,코웨이 노블 공기청정기2 2025 올해의 녹색상품 선정,"['코웨이', '노블', '공기', '청정기', '녹색', '상품']"
2025-07-23,economy,부여군 농특산물 할인 행사 진행,23,부여군 농특산물 할인 행사 진행,"['부여군', '특산물', '할인']"
2025-07-23,economy,코레일 상반기 승객 7200만 명 기록,22,코레일 상반기 승객 7200만 명 기록,"['레일', '승객']"
2025-07-23,economy,"카카오뱅크, 모바일 신분증 서비스 출시",21,카카오뱅크 모바일 신분증 서비스 출시,"['카카오', '뱅크', '신분증']"
2025-07-23,economy,"네이버, '네이버 신분증' 출시",20,네이버 네이버 신분증 출시,"['네이버', '신분증']"
2025-07-22,economy,한미 관세협상 고위급 회담 개최,55,한미 관세협상 고위급 회담 개최,"['관세', '고위급', '회담']"
2025-07-22,economy,"현대차그룹, 국제 에너지회의 의전차량으로 수소·전기차 63대 지원",31,현대차그룹 국제 에너지회의 의전차량으로 수소 전기차 63대 지원,"['현대차', '국제', '에너지', '의전', '차량', '수소', '기차']"
2025-07-22,economy,"한화오션, LNG운반선 건조 계약 체결",27,한화오션 LNG운반선 건조 계약 체결,"['한화', '오션', '운반선', '건조', 'LNG']"
2025-07-22,economy,"SPC, 변화와 혁신 추진단 출범",24,SPC 변화와 혁신 추진단 출범,"['변화', '추진단', '출범', 'SPC']"
2025-07-22,economy,전남도 시내·농어촌버스 도비 축소 비판,24,전남도 시내 농어촌버스 도비 축소 비판,"['전남도', '시내', '농어촌버스']"
2025-07-22,economy,LS마린솔루션 상반기 역대 최고 실적,23,LS마린솔루션 상반기 역대 최고 실적,"['마린', '솔루션', 'LS']"
2025-07-22,economy,새로운 펀드와 ETF 출시에 주목,21,새로운 펀드와 ETF 출시에 주목,"['펀드', 'ETF']"
2025-07-22,economy,"경기도, 중소기업 기술혁신 지원 확대",21,경기도 중소기업 기술혁신 지원 확대,['경기도']
2025-07-22,economy,상법 개정 관련 설명회 개최,21,상법 개정 관련 설명회 개최,"['상법', '설명회']"
2025-07-22,economy,TIGER 머니마켓액티브 ETF 3개월 만에 순자산 2조원 돌파,20,TIGER 머니마켓액티브 ETF 3개월 만에 순자산 2조원 돌파,"['머니', '액티브', '자산', 'TIGER', 'ETF']"
2025-07-21,economy,민생회복소비쿠폰 지급 시작,68,민생회복소비쿠폰 지급 시작,"['민생', '쿠폰']"
2025-07-21,economy,"샤페론·LS마린솔루션·LG CNS, 신기술 및 시장 확장 발표",42,샤페론 LS마린솔루션 LG CNS 신기술 및 시장 확장 발표,"['마린', '솔루션', 'LG CNS', '신기술', '확장', 'LS', 'LG', 'CNS']"
2025-07-21,economy,"민중기 특검팀, 김건희 여사 의혹 수사 강화",41,민중기 특검팀 김건희 여사 의혹 수사 강화,"['민중', '특검', '김건희']"
2025-07-21,economy,"현대차·기아, 레드닷 어워드 11관왕",27,현대차 기아 레드닷 어워드 11관왕,"['현대차', '기아', '레드', '워드']"
2025-07-21,economy,셀트리온 2분기 역대 최대 실적,26,셀트리온 2분기 역대 최대 실적,['셀트리온']
2025-07-21,economy,"하나은행, 소상공인 금융 지원 확대",23,하나은행 소상공인 금융 지원 확대,"['하나은행', '소상', '공인']"
2025-07-21,economy,에너지 절약 캠페인 'ThinQ 26℃ 챌린지 시즌2' 재가동,22,에너지 절약 캠페인 ThinQ 26 챌린지 시즌2 재가동,"['에너지 절약', '캠페인', '린지', '가동', 'THINQ']"
2025-07-21,economy,"기술보증기금과 KB국민은행, R&D 기업 지원 협약 체결",21,기술보증기금과 KB국민은행 R D 기업 지원 협약 체결,"['보증', '기금', '국민은행', 'KB']"
2025-07-21,economy,"신한자산운용, 목표전환형 펀드 출시",20,신한자산운용 목표전환형 펀드 출시,"['신한', '자산운용', '펀드']"
2025-07-21,economy,"셀트리온, 1000억 자사주 추가 매입 결정",19,셀트리온 1000억 자사주 추가 매입 결정,"['셀트리온', '사주', '매입']"
2025-08-01,economy,7월 각 기업들의 자동차 판매 실적 상승,61,7월 각 기업들의 자동차 판매 실적 상승,"['7월', '자동차']"
2025-08-01,economy,한미 관세 협상 수혜 ETF 전략 소개,18,한미 관세 협상 수혜 ETF 전략 소개,"['관세', '수혜', '소개', 'ETF']"
2025-08-01,economy,"현대차 무뇨스 사장, 한미 무역합의 환영",17,현대차 무뇨스 사장 한미 무역합의 환영,"['현대차', '사장', '환영']"
2025-08-01,economy,"한미그룹, 주식 기반 성과보상제…인센티브 등 주식으로",14,한미그룹 주식 기반 성과보상제 인센티브 등 주식으로,"['기반', '성과', '보상', '인센티브']"
2025-08-01,economy,"IBK기업은행, 창립 64주년 기념식 개최",12,IBK기업은행 창립 64주년 기념식 개최,"['기업은행', '창립', '기념식', 'IBK']"
2025-08-01,economy,美 구리 관세 50% 부과 구리업계 긴급 영향 점검회의,12,구리 관세 50 부과 구리업계 긴급 영향 점검회의,"['구리', '관세', '업계']"
2025-08-01,economy,국민연금 '실버론' 재개…8월 2주차 접수 시작,12,국민연금 실버론 재개 8월 2주차 접수 시작,"['국민연금', '실버', '8월', '주차']"
2025-08-01,economy,"윤동한 콜마 회장, 콜마홀딩스 이사 복귀 시도",12,윤동한 콜마 회장 콜마홀딩스 이사 복귀 시도,"['윤동한', '이사', '복귀', '시도']"
2025-08-01,economy,스텔란티스코리아 통합 인천 전시장 11번 ,11,스텔란티스코리아 통합 인천 전시장 11번,"['스텔라', '티스', '코리아', '통합', '인천', '전시장']"
2025-08-01,economy,"원/달러 환율, 8원 오른 1395원 출발",11,원 달러 환율 8원 오른 1395원 출발,['출발']
2025-07-31,economy,"이재명 대통령, 한미 관세 협상 성과 평가",233,이재명 대통령 한미 관세 협상 성과 평가,"['이재명', '대통령', '관세', '성과']"
2025-07-31,economy,경주 한우농가와 삼성물산의 성과,30,경주 한우농가와 삼성물산의 성과,"['경주', '한우', '농가', '삼성물산', '성과']"
2025-07-31,economy,"삼성전자, HBM4 개발 완료 및 테슬라 수주 발표",30,삼성전자 HBM4 개발 완료 및 테슬라 수주 발표,"['삼성전자', '완료', '테슬라', 'HBM']"
2025-07-31,economy,NH농협금융 상반기 순이익 감소,28,NH농협금융 상반기 순이익 감소,"['농협', 'NH']"
2025-07-31,economy,"삼성SDI, 3개 분기 연속 적자 기록",27,삼성SDI 3개 분기 연속 적자 기록,"['삼성SDI', 'SDI']"
2025-07-31,economy,"신한·삼성·미래에셋 자산운용, ETF 순자산 급증",26,신한 삼성 미래에셋 자산운용 ETF 순자산 급증,"['신한', '삼성', '미래', '자산운용', '자산', '급증', 'ETF']"
2025-07-31,economy,BNK금융 상반기 순이익 3.4% 감소,25,BNK금융 상반기 순이익 3 4 감소,['BNK']
2025-07-31,economy,한미 관세협상 타결 및 정청래 의원 평가,20,한미 관세협상 타결 및 정청래 의원 평가,"['관세', '정청래']"
2025-07-31,economy,"6월 산업생산·소비 반등, 설비투자는 감소",19,6월 산업생산 소비 반등 설비투자는 감소,"['6월', '설비']"
2025-07-31,economy,"KT-GS리테일, ‘리테일 미디어’ 본격 진출",18,KT GS리테일 리테일 미디어 본격 진출,"['GS리테일', '리테일', 'KT', 'GS']"
2025-07-30,economy,한·미 관세 협상 총력전,36,한 미 관세 협상 총력전,"['관세', '총력전']"
2025-07-30,economy,주요 기업들의 2분기 실적 발표,32,주요 기업들의 2분기 실적 발표,[]
2025-07-30,economy,주가조작 근절 합동대응단 출범,31,주가조작 근절 합동대응단 출범,"['주가조작', '근절', '합동', '출범']"
2025-07-30,economy,소상공인 지원사업 확대,31,소상공인 지원사업 확대,"['소상', '공인']"
2025-07-30,economy,"SK이노베이션, SK온·SK엔무브 합병 및 8조 자본확충",27,SK이노베이션 SK온 SK엔무브 합병 및 8조 자본확충,"['SK이노베이션', '자본', '확충', 'SK']"
2025-07-30,economy,삼성물산-ENEC 원자력 협력 강화,22,삼성물산 ENEC 원자력 협력 강화,"['삼성물산', '원자력', 'ENEC']"
2025-07-30,economy,"엑사원 4.0, 글로벌 AI 평가 11위·국내 1위 달성",21,엑사원 4 0 글로벌 AI 평가 11위 국내 1위 달성,"['엑사', 'AI']"
2025-07-30,economy,"LX하우시스·한샘, 코리아빌드위크서 인테리어 신상품 선보여",20,LX하우시스 한샘 코리아빌드위크서 인테리어 신상품 선보여,"['하우', '시스', '한샘', '코리아', '위크', '인테리어', '신상품', 'LX']"
2025-07-30,economy,"효성, HVDC 변압기 생산기지 구축",19,효성 HVDC 변압기 생산기지 구축,"['효성', '변압기', '기지', 'HVDC']"
2025-07-30,economy,"""스타벅스서 텀블러 씻자""…LG전자, '마이컵' 이벤트",18,스타벅스서 텀블러 씻자 LG전자 마이컵 이벤트,"['스타벅스', '텀블러', 'LG전자', '마이', '이벤트', 'LG']"
2025-07-29,economy,주요 기업들의 2분기 실적 현황,48,주요 기업들의 2분기 실적 현황,['현황']
2025-07-29,economy,화성특례시 소비쿠폰 효과,42,화성특례시 소비쿠폰 효과,"['화성', '특례시', '쿠폰']"
2025-07-29,economy,"이재용 삼성전자 회장, 미국 관세협상 지원차 출국",41,이재용 삼성전자 회장 미국 관세협상 지원차 출국,"['이재용', '삼성전자', '미국', '관세', '출국']"
2025-07-29,economy,환율 변동과 여름철 바디케어 인기 상승,26,환율 변동과 여름철 바디케어 인기 상승,"['여름철', '디케', '인기']"
2025-07-29,economy,"하나은행, 중소기업 지원을 위해 4200억원 금융지원 확대",25,하나은행 중소기업 지원을 위해 4200억원 금융지원 확대,['하나은행']
2025-07-29,economy,"LG디스플레이, 원가·품질 혁신으로 경영 정상화 가속",21,LG디스플레이 원가 품질 혁신으로 경영 정상화 가속,"['LG디스플레이', '원가', '품질', '정상', '가속', 'LG']"
2025-07-29,economy,밀양시 1조 1587억 원 추가경정예산 확정,20,밀양시 1조 1587억 원 추가경정예산 확정,"['밀양시', '추가경정예산']"
2025-07-29,economy,"산업부, 전북·경남 기회발전특구 추가 지정",19,산업부 전북 경남 기회발전특구 추가 지정,"['산업부', '전북', '경남', '기회', '발전', '특구', '지정']"
2025-07-29,economy,"더본코리아, 월세 카드결제 서비스 도입…""업계 최초""",18,더본코리아 월세 카드결제 서비스 도입 업계 최초,"['코리아', '월세', '결제', '업계']"
2025-07-29,economy,"KGM, 지능형자동차부품진흥원과 자율주행 MOU 체결",17,KGM 지능형자동차부품진흥원과 자율주행 MOU 체결,"['지능', '자동차', '부품', '진흥원', '자율', '주행', 'KGM']"
2025-07-28,economy,테슬라-삼성 파운드리 계약 확대,60,테슬라 삼성 파운드리 계약 확대,"['테슬라', '삼성', '파운드리']"
2025-07-28,economy,"세종시, 거동 불편 시민 위한 소비쿠폰 서비스 확대",46,세종시 거동 불편 시민 위한 소비쿠폰 서비스 확대,"['세종', '거동', '불편', '시민', '쿠폰']"
2025-07-28,economy,"엔켐, CNT 소재 배터리 시장 공략",28,엔켐 CNT 소재 배터리 시장 공략,"['소재', '배터리', '공략', 'CNT']"
2025-07-28,economy,"iM금융그룹, 상반기 순이익 급증",26,iM금융그룹 상반기 순이익 급증,"['급증', 'IM']"
2025-07-28,economy,"현대차, '더 뉴 아이오닉 6' 출시",20,현대차 더 뉴 아이오닉 6 출시,"['현대차', '아이오']"
2025-07-28,economy,"SK하이닉스, 대학생 일하고 싶은 기업 첫 1위",19,SK하이닉스 대학생 일하고 싶은 기업 첫 1위,"['SK하이닉스', '대학생', 'SK']"
2025-07-28,economy,"시몬스, ‘뷰티레스트’ 100주년 프로모션 진행",18,시몬스 뷰티레스트 100주년 프로모션 진행,"['뷰티', '레스', '프로모션']"
2025-07-28,economy,"한국타이어, 샤오미에 신차용 타이어 공급",18,한국타이어 샤오미에 신차용 타이어 공급,"['한국타이어', '샤오미', '차용', '타이어']"
2025-07-28,economy,"대한전선, 해저케이블 시공사 ‘오션씨엔아이’ 인수",17,대한전선 해저케이블 시공사 오션씨엔아이 인수,"['대한전선', '해저', '케이블', '시공사', '오션', '아이']"
2025-07-28,economy,"중기중앙회, 중소기업 CEO가 선택한 '찐맛집' 소개",17,중기중앙회 중소기업 CEO가 선택한 찐맛집 소개,"['중기', '중앙회', '선택', '맛집', '소개', 'CEO']"
2025-08-08,economy,"포스코퓨처엠, 국산 전구체 양극재 미국 첫 출하",23,포스코퓨처엠 국산 전구체 양극재 미국 첫 출하,"['국산', '전구체', '양극', '미국', '출하']"
2025-08-08,economy,부산시 상수도사업본부 6회 연속 1위,17,부산시 상수도사업본부 6회 연속 1위,"['부산시', '상수도', '본부']"
2025-08-08,economy,기업별 영업이익률 변화 분석,16,기업별 영업이익률 변화 분석,"['이익', '변화']"
2025-08-08,economy,바디프랜드 신임 공동대표 선임,15,바디프랜드 신임 공동대표 선임,"['프래', '신임', '공동대표', '선임']"
2025-08-08,economy,"BMW 코리아, 8월 온라인 한정 에디션 4종 출시",13,BMW 코리아 8월 온라인 한정 에디션 4종 출시,"['코리아', '8월', '한정', '에디션', 'BMW']"
2025-08-08,economy,"日각료 “美, 상호관세 합의대로 15%로 수정 약속”",13,각료 상호관세 합의대로 15 로 수정 약속,"['각료', '상호', '관세', '수정', '약속']"
2025-08-08,economy,"미래에셋증권, 개인투자용 국채 8월 청약 개시",12,미래에셋증권 개인투자용 국채 8월 청약 개시,"['미래에셋증권', '개인', '국채', '8월', '청약']"
2025-08-08,economy,"여한구 ""美기업, 한국 첨단산업에 투자 확대해야""",12,여한구 기업 한국 첨단산업에 투자 확대해야,"['한구', '첨단']"
2025-08-08,economy,올해 상반기 지방세 수입 4조7000억 원↑,12,올해 상반기 지방세 수입 4조7000억 원,['지방세']
2025-08-08,economy,"현대로템 트램, 캐나다 에드먼턴 도착",12,현대로템 트램 캐나다 에드먼턴 도착,"['현대로템', '캐나다', '에드먼턴', '도착']"
2025-08-07,economy,"코스피 상승 마감, 반도체 업종 호조",64,코스피 상승 마감 반도체 업종 호조,"['코스', '반도체', '업종', '호조']"
2025-08-07,economy,민생회복 소비쿠폰 사용 현황,64,민생회복 소비쿠폰 사용 현황,"['민생', '쿠폰', '사용', '현황']"
2025-08-07,economy,광복 80주년 기념 무궁화 캠페인 및 문화 행사,36,광복 80주년 기념 무궁화 캠페인 및 문화 행사,"['광복', '기념', '무궁화', '캠페인', '문화']"
2025-08-07,economy,6월 경상수지 역대 최대 흑자,32,6월 경상수지 역대 최대 흑자,"['6월', '경상수지']"
2025-08-07,economy,"삼성SDI 배터리 탑재 전기차, 1회 충전 1205㎞ 주행 신기록",25,삼성SDI 배터리 탑재 전기차 1회 충전 1205 주행 신기록,"['삼성SDI', '배터리', '탑재', '기차', '충전', '주행', '신기록', 'SDI']"
2025-08-07,economy,"스타벅스, 매장 내 카공족 민폐 행위 제한",24,스타벅스 매장 내 카공족 민폐 행위 제한,"['스타벅스', '매장', '공족', '민폐', '행위', '제한']"
2025-08-07,economy,"삼성전자, 애플과 협력하며 코스피 상승 견인",23,삼성전자 애플과 협력하며 코스피 상승 견인,"['삼성전자', '애플', '코스', '견인']"
2025-08-07,economy,현대자동차와 GM의 전략적 협력,20,현대자동차와 GM의 전략적 협력,"['현대자동차', 'GM']"
2025-08-07,economy,지방서 5만원 쓰면 2000만원 당첨 기회 잡는다,18,지방서 5만원 쓰면 2000만원 당첨 기회 잡는다,"['지방', '당첨', '기회']"
2025-08-07,economy,"KB ESG 성장 리더스 펀드, 순자산 1천억 넘었다",16,KB ESG 성장 리더스 펀드 순자산 1천억 넘었다,"['펀드', '자산', 'KB', 'ESG']"
2025-08-06,economy,이춘석 의원 차명거래 의혹 수사,78,이춘석 의원 차명거래 의혹 수사,"['이춘석', '차명']"
2025-08-06,economy,"HD현대중공업, 미 해군 군수지원함 MRO 사업 수주",24,HD현대중공업 미 해군 군수지원함 MRO 사업 수주,"['현대중공업', '해군', '군수', 'HD', 'MRO']"
2025-08-06,economy,"BNK경남은행, 양산시 소상공인 지원 협약 체결",20,BNK경남은행 양산시 소상공인 지원 협약 체결,"['경남은행', '양산시', '소상', '공인', 'BNK']"
2025-08-06,economy,카카오게임즈 3분기 연속 적자 기록,20,카카오게임즈 3분기 연속 적자 기록,[]
2025-08-06,economy,라부부 위조 제품 통관 검사 강화,19,라부부 위조 제품 통관 검사 강화,"['부부', '위조', '제품', '통관', '검사']"
2025-08-06,economy,소상공인 부담경감 크레딧 사용처 확대,19,소상공인 부담경감 크레딧 사용처 확대,"['소상', '공인', '부담', '경감', '크레딧', '사용처']"
2025-08-06,economy,"KODEX미국배당커버드콜액티브, 순자산 5000억 달성",17,KODEX미국배당커버드콜액티브 순자산 5000억 달성,"['미국', '커버', '액티브', '자산', 'KODEX']"
2025-08-06,economy,"더 뉴 아우디 A5, 車기자가 뽑은 ‘8월의 차’ 선정",17,더 뉴 아우디 A5 기자가 뽑은 8월의 차 선정,"['아우디', 'A5', '8월']"
2025-08-06,economy,구윤철 부총리 “과채류 추가 개방 진짜 없다”,16,구윤철 부총리 과채류 추가 개방 진짜 없다,['개방']
2025-08-06,economy,"삼성전기, 글로벌 ESG 평가지수 15년 연속 편입",16,삼성전기 글로벌 ESG 평가지수 15년 연속 편입,"['삼성전기', '편입', 'ESG']"
2025-08-05,economy,KGC인삼공사 '기다림 침향' 누적 매출 100억원 돌파,33,KGC인삼공사 기다림 침향 누적 매출 100억원 돌파,"['인삼', '공사', '침향', '누적', 'KGC']"
2025-08-05,economy,"경제계, 기업성장 생태계 구축 TF 출범",25,경제계 기업성장 생태계 구축 TF 출범,"['생태계', '출범', 'TF']"
2025-08-05,economy,"전라남도, 국립의과대학 설립을 위한 간담회 개최",25,전라남도 국립의과대학 설립을 위한 간담회 개최,"['전라남도', '국립', '의과대학', '설립', '간담회']"
2025-08-05,economy,폭염 속 온열질환 급증 및 기업 대응,24,폭염 속 온열질환 급증 및 기업 대응,"['폭염', '온열', '질환', '급증']"
2025-08-05,economy,7월 소비자물가 2.1% 상승,22,7월 소비자물가 2 1 상승,"['7월', '소비자', '물가']"
2025-08-05,economy,SOL K방산 ETF 순자산 1000억원 돌파,21,SOL K방산 ETF 순자산 1000억원 돌파,"['방산', '자산', 'SOL', 'ETF']"
2025-08-05,economy,현대모터클럽 재팬 공식 출범,20,현대모터클럽 재팬 공식 출범,"['현대', '모터', '클럽', '재팬', '출범']"
2025-08-05,economy,"""관세 후속협상, 전략적 대비해야…규제완화 정책 중요""",19,관세 후속협상 전략적 대비해야 규제완화 정책 중요,"['관세', '후속', '규제']"
2025-08-05,economy,20대 사원보다 50대 부장이 더 많다…첫 세대 역전,19,20대 사원보다 50대 부장이 더 많다 첫 세대 역전,"['20대', '사원', '부장', '세대', '역전']"
2025-08-05,economy,"스타벅스, 박물관과 협업 굿즈 출시",19,스타벅스 박물관과 협업 굿즈 출시,"['스타벅스', '박물관', '협업']"
2025-08-04,economy,민생회복 소비쿠폰 효과 및 부작용 발생,53,민생회복 소비쿠폰 효과 및 부작용 발생,"['민생', '쿠폰', '부작용']"
2025-08-04,economy,"충남도, 국제밤산업박람회 유치 나서다",49,충남도 국제밤산업박람회 유치 나서다,"['충남', '국제', '박람회', '유치']"
2025-08-04,economy,"울산 라이징 포트와 GS칼텍스, 레드닷 디자인 어워드 수상",34,울산 라이징 포트와 GS칼텍스 레드닷 디자인 어워드 수상,"['울산', '이징', '포트', 'GS칼텍스', '레드닷 디자인 어워드', 'GS']"
2025-08-04,economy,JB금융그룹·대전시사회서비스원·신한금융그룹 ESG 성과,33,JB금융그룹 대전시사회서비스원 신한금융그룹 ESG 성과,"['대전', '시사회', '신한금융그룹', '성과', 'JB', 'ESG']"
2025-08-04,economy,디지털 교육 열기 확산,31,디지털 교육 열기 확산,"['디지털', '교육', '열기']"
2025-08-04,economy,"인천시, AI 혁신 비전 발표 및 국제 인증 동시 취득",26,인천시 AI 혁신 비전 발표 및 국제 인증 동시 취득,"['인천시', '비전', '국제', '인증', '동시', '취득', 'AI']"
2025-08-04,economy,"현대차그룹, 사우디 네옴서 수소전기차 실증 성공",24,현대차그룹 사우디 네옴서 수소전기차 실증 성공,"['현대차', '사우디', '소전', '기차', '실증']"
2025-08-04,economy,"대구시, 감염병 대응 인력 양성",23,대구시 감염병 대응 인력 양성,"['대구시', '감염병', '인력', '양성']"
2025-08-04,economy,"KB국민은행, 소상공인에 130억 금융 지원",20,KB국민은행 소상공인에 130억 금융 지원,"['국민은행', '소상', '공인', 'KB']"
2025-08-04,economy,"한국예탁결제원, 외국인 국채 거래비용 30% 인하",20,한국예탁결제원 외국인 국채 거래비용 30 인하,"['한국예탁결제원', '외국인', '국채', '인하']"
2025-08-15,economy,"경기도, 차세대 반도체 패키징 산업전 개최",10,경기도 차세대 반도체 패키징 산업전 개최,"['경기도', '차세대', '반도체']"
2025-08-15,economy,이재용 삼성전자 회장 미국 출장 복귀,9,이재용 삼성전자 회장 미국 출장 복귀,"['이재용', '삼성전자', '미국', '출장', '복귀']"
2025-08-15,economy,"국내 증시, 박스권 갇히며 손바뀜 최저",8,국내 증시 박스권 갇히며 손바뀜 최저,[]
2025-08-15,economy,세계 전략 광물 30개 공급 불안정 대비 ,5,세계 전략 광물 30개 공급 불안정 대비,"['세계', '광물', '불안정']"
2025-08-15,economy,전기차 안 팔리네…배터리 3사 가동률 50% 수준,5,전기차 안 팔리네 배터리 3사 가동률 50 수준,"['기차', '배터리', '가동']"
2025-08-15,economy,"美, 한국산 열연강판 상계 관세 1.5~2.2%로 인상",4,한국산 열연강판 상계 관세 1 5 2 2 로 인상,"['한국사', '열연', '강판', '상계', '관세', '인상']"
2025-08-15,economy,"日, 닛케이지수 사상 최고치…소뱅 상승세 이끌어",3,닛케이지수 사상 최고치 소뱅 상승세 이끌어,['상승세']
2025-08-15,economy,버핏 유나이티드헬스 애플 2조 지분 매입 ,3,버핏 유나이티드헬스 애플 2조 지분 매입,"['유나이티드', '헬스', '애플', '매입']"
2025-08-15,economy,"비트코인, 최고치 하루 만에 뚝… 12만달러 붕괴",3,비트코인 최고치 하루 만에 뚝 12만달러 붕괴,"['비트코인', '붕괴']"
2025-08-15,economy,삼성전자 냉장고 이탈리아 최고 선정 제품 ,3,삼성전자 냉장고 이탈리아 최고 선정 제품,"['삼성전자', '냉장고', '이탈리아', '제품']"
2025-08-14,economy,광복 80주년 기념 행사 다수 진행,101,광복 80주년 기념 행사 다수 진행,"['광복', '기념', '다수']"
2025-08-14,economy,기업들의 2분기 실적 발표 및 분석,64,기업들의 2분기 실적 발표 및 분석,[]
2025-08-14,economy,"셀트리온제약, 2분기 최대 매출 기록",53,셀트리온제약 2분기 최대 매출 기록,"['셀트리온', '제약']"
2025-08-14,economy,"엠로, 상반기 매출 26.2% 증가",39,엠로 상반기 매출 26 2 증가,['엠로']
2025-08-14,economy,"김정관 장관, 조선산업 도약 강조",30,김정관 장관 조선산업 도약 강조,"['김정관', '조선', '도약']"
2025-08-14,economy,유류세 인하 2개월 추가 연장,29,유류세 인하 2개월 추가 연장,"['유류', '인하']"
2025-08-14,economy,"ETF 순자산 증가, 투자자 관심 급증",25,ETF 순자산 증가 투자자 관심 급증,"['자산', '투자자', '급증', 'ETF']"
2025-08-14,economy,"OK저축은행, 럭비 드라마 기념 적금 출시",20,OK저축은행 럭비 드라마 기념 적금 출시,"['OK저축은행', '럭비', '드라마', '기념', '적금', 'OK']"
2025-08-14,economy,"베트남 서기장, 동원그룹 스마트항만 방문",19,베트남 서기장 동원그룹 스마트항만 방문,"['베트남', '서기장', '동원그룹', '스마트']"
2025-08-14,economy,"11번가, 2분기 영업손실 44.2% 개선",18,11번가 2분기 영업손실 44 2 개선,"['11번가', '손실']"
2025-08-13,economy,"루닛, 상반기 최대 매출 달성",44,루닛 상반기 최대 매출 달성,[]
2025-08-13,economy,대구 경북 취업과 가계대출 동향 분석,30,대구 경북 취업과 가계대출 동향 분석,"['대구', '취업', '가계', '대출', '동향']"
2025-08-13,economy,"스타벅스, 김구 휘호 '붕정만리' 기탁",29,스타벅스 김구 휘호 붕정만리 기탁,"['스타벅스', '김구', '휘호', '기탁']"
